Date,State Name,Vegetable Name,Wholesale Price,Retail Price,Mall Price,Unit,Vegetable Image
2024-06-15,Uttarakhand,Mustard Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-06-15,Uttarakhand,Ladies Finger,45,52 - 57,54 - 74,1kg,N/A
2024-06-15,Uttarakhand,Pumpkin,17,20 - 22,20 - 28,1kg,N/A
2024-06-15,Uttarakhand,Radish,34,39 - 43,41 - 56,1kg,N/A
2024-06-15,Uttarakhand,Ridge Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-15,Uttarakhand,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,N/A
2024-06-15,Uttarakhand,Snake Gourd,36,41 - 46,43 - 59,1kg,N/A
2024-06-15,Uttarakhand,Sorrel Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-06-15,Uttarakhand,Spinach,17,20 - 22,20 - 28,1kg,N/A
2024-06-15,Uttarakhand,Sweet Potato,37,43 - 47,44 - 61,1kg,N/A
2024-06-16,Uttarakhand,Onion Big,36,41 - 46,43 - 59,1kg,N/A
2024-06-16,Uttarakhand,Onion Small,58,67 - 74,70 - 96,1kg,N/A
2024-06-16,Uttarakhand,Tomato,39,45 - 50,47 - 64,1kg,N/A
2024-06-16,Uttarakhand,Green Chilli,89,102 - 113,107 - 147,1kg,N/A
2024-06-16,Uttarakhand,Beetroot,36,41 - 46,43 - 59,1kg,N/A
2024-06-16,Uttarakhand,Potato,35,40 - 44,42 - 58,1kg,N/A
2024-06-16,Uttarakhand,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-06-16,Uttarakhand,Amaranth Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-06-16,Uttarakhand,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-06-16,Uttarakhand,Ash gourd,21,24 - 27,25 - 35,1kg,N/A
2024-06-16,Uttarakhand,Baby Corn,55,63 - 70,66 - 91,1kg,N/A
2024-06-16,Uttarakhand,Banana Flower,16,18 - 20,19 - 26,1kg,N/A
2024-06-16,Uttarakhand,Capsicum,46,53 - 58,55 - 76,1kg,N/A
2024-06-16,Uttarakhand,Bitter Gourd,35,40 - 44,42 - 58,1kg,N/A
2024-06-16,Uttarakhand,Bottle Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-06-16,Uttarakhand,Butter Beans,51,59 - 65,61 - 84,1kg,N/A
2024-06-16,Uttarakhand,Broad Beans,75,86 - 95,90 - 124,1kg,N/A
2024-06-16,Uttarakhand,Cabbage,29,33 - 37,35 - 48,1kg,N/A
2024-06-16,Uttarakhand,Carrot,42,48 - 53,50 - 69,1kg,N/A
2024-06-16,Uttarakhand,Cauliflower,26,30 - 33,31 - 43,1kg,N/A
2024-06-16,Uttarakhand,Cluster beans,44,51 - 56,53 - 73,1kg,N/A
2024-06-16,Uttarakhand,Coconut,38,44 - 48,46 - 63,1kg,N/A
2024-06-16,Uttarakhand,Colocasia Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-16,Uttarakhand,Colocasia,30,35 - 38,36 - 50,1kg,N/A
2024-06-16,Uttarakhand,Coriander Leaves,8,9 - 10,10 - 13,1kg,N/A
2024-06-16,Uttarakhand,Corn,34,39 - 43,41 - 56,1kg,N/A
2024-06-16,Uttarakhand,Cucumber,25,29 - 32,30 - 41,1kg,N/A
2024-06-16,Uttarakhand,Curry Leaves,26,30 - 33,31 - 43,1kg,N/A
2024-06-16,Uttarakhand,Dill Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-16,Uttarakhand,Drumsticks,30,35 - 38,36 - 50,1kg,N/A
2024-06-16,Uttarakhand,Brinjal,33,38 - 42,40 - 54,1kg,N/A
2024-06-16,Uttarakhand,Brinjal (Big),36,41 - 46,43 - 59,1kg,N/A
2024-06-16,Uttarakhand,Elephant Yam,37,43 - 47,44 - 61,1kg,N/A
2024-06-16,Uttarakhand,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-16,Uttarakhand,French Beans,179,206 - 227,215 - 295,1kg,N/A
2024-06-16,Uttarakhand,Garlic,277,319 - 352,332 - 457,1kg,N/A
2024-06-16,Uttarakhand,Ginger,132,152 - 168,158 - 218,1kg,N/A
2024-06-16,Uttarakhand,Onion Green,40,46 - 51,48 - 66,1kg,N/A
2024-06-16,Uttarakhand,Green Peas,47,54 - 60,56 - 78,1kg,N/A
2024-06-16,Uttarakhand,Ivy Gourd,26,30 - 33,31 - 43,1kg,N/A
2024-06-16,Uttarakhand,Lemon (Lime),100,115 - 127,120 - 165,1kg,N/A
2024-06-16,Uttarakhand,Mango Raw,28,32 - 36,34 - 46,1kg,N/A
2024-06-16,Uttarakhand,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-06-16,Uttarakhand,Mushroom,89,102 - 113,107 - 147,1kg,N/A
2024-06-16,Uttarakhand,Mustard Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-06-16,Uttarakhand,Ladies Finger,45,52 - 57,54 - 74,1kg,N/A
2024-06-16,Uttarakhand,Pumpkin,17,20 - 22,20 - 28,1kg,N/A
2024-06-16,Uttarakhand,Radish,34,39 - 43,41 - 56,1kg,N/A
2024-06-16,Uttarakhand,Ridge Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-16,Uttarakhand,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,N/A
2024-06-16,Uttarakhand,Snake Gourd,36,41 - 46,43 - 59,1kg,N/A
2024-06-16,Uttarakhand,Sorrel Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-06-16,Uttarakhand,Spinach,17,20 - 22,20 - 28,1kg,N/A
2024-06-16,Uttarakhand,Sweet Potato,37,43 - 47,44 - 61,1kg,N/A
2024-06-17,Uttarakhand,Onion Big,36,41 - 46,43 - 59,1kg,N/A
2024-06-17,Uttarakhand,Onion Small,53,61 - 67,64 - 87,1kg,N/A
2024-06-17,Uttarakhand,Tomato,38,44 - 48,46 - 63,1kg,N/A
2024-06-17,Uttarakhand,Green Chilli,61,70 - 77,73 - 101,1kg,N/A
2024-06-17,Uttarakhand,Beetroot,43,49 - 55,52 - 71,1kg,N/A
2024-06-17,Uttarakhand,Potato,35,40 - 44,42 - 58,1kg,N/A
2024-06-17,Uttarakhand,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-06-17,Uttarakhand,Amaranth Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-17,Uttarakhand,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-17,Uttarakhand,Ash gourd,18,21 - 23,22 - 30,1kg,N/A
2024-06-17,Uttarakhand,Baby Corn,64,74 - 81,77 - 106,1kg,N/A
2024-06-17,Uttarakhand,Banana Flower,18,21 - 23,22 - 30,1kg,N/A
2024-06-17,Uttarakhand,Capsicum,43,49 - 55,52 - 71,1kg,N/A
2024-06-17,Uttarakhand,Bitter Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-17,Uttarakhand,Bottle Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-17,Uttarakhand,Butter Beans,55,63 - 70,66 - 91,1kg,N/A
2024-06-17,Uttarakhand,Broad Beans,75,86 - 95,90 - 124,1kg,N/A
2024-06-17,Uttarakhand,Cabbage,34,39 - 43,41 - 56,1kg,N/A
2024-06-17,Uttarakhand,Carrot,41,47 - 52,49 - 68,1kg,N/A
2024-06-17,Uttarakhand,Cauliflower,25,29 - 32,30 - 41,1kg,N/A
2024-06-17,Uttarakhand,Cluster beans,42,48 - 53,50 - 69,1kg,N/A
2024-06-17,Uttarakhand,Coconut,36,41 - 46,43 - 59,1kg,N/A
2024-06-17,Uttarakhand,Colocasia Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-06-17,Uttarakhand,Colocasia,30,35 - 38,36 - 50,1kg,N/A
2024-06-17,Uttarakhand,Coriander Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-17,Uttarakhand,Corn,34,39 - 43,41 - 56,1kg,N/A
2024-06-17,Uttarakhand,Cucumber,28,32 - 36,34 - 46,1kg,N/A
2024-06-17,Uttarakhand,Curry Leaves,25,29 - 32,30 - 41,1kg,N/A
2024-06-17,Uttarakhand,Dill Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-17,Uttarakhand,Drumsticks,80,92 - 102,96 - 132,1kg,N/A
2024-06-17,Uttarakhand,Brinjal,33,38 - 42,40 - 54,1kg,N/A
2024-06-17,Uttarakhand,Brinjal (Big),32,37 - 41,38 - 53,1kg,N/A
2024-06-17,Uttarakhand,Elephant Yam,39,45 - 50,47 - 64,1kg,N/A
2024-06-17,Uttarakhand,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-17,Uttarakhand,French Beans,109,125 - 138,131 - 180,1kg,N/A
2024-06-17,Uttarakhand,Garlic,232,267 - 295,278 - 383,1kg,N/A
2024-06-17,Uttarakhand,Ginger,129,148 - 164,155 - 213,1kg,N/A
2024-06-17,Uttarakhand,Onion Green,40,46 - 51,48 - 66,1kg,N/A
2024-06-17,Uttarakhand,Green Peas,41,47 - 52,49 - 68,1kg,N/A
2024-06-17,Uttarakhand,Ivy Gourd,27,31 - 34,32 - 45,1kg,N/A
2024-06-17,Uttarakhand,Lemon (Lime),107,123 - 136,128 - 177,1kg,N/A
2024-06-17,Uttarakhand,Mango Raw,37,43 - 47,44 - 61,1kg,N/A
2024-06-17,Uttarakhand,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-17,Uttarakhand,Mushroom,73,84 - 93,88 - 120,1kg,N/A
2024-06-17,Uttarakhand,Mustard Leaves,18,21 - 23,22 - 30,1kg,N/A
2024-06-17,Uttarakhand,Ladies Finger,45,52 - 57,54 - 74,1kg,N/A
2024-06-17,Uttarakhand,Pumpkin,22,25 - 28,26 - 36,1kg,N/A
2024-06-17,Uttarakhand,Radish,36,41 - 46,43 - 59,1kg,N/A
2024-06-17,Uttarakhand,Ridge Gourd,36,41 - 46,43 - 59,1kg,N/A
2024-06-17,Uttarakhand,Shallot (Pearl Onion),35,40 - 44,42 - 58,1kg,N/A
2024-06-17,Uttarakhand,Snake Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-17,Uttarakhand,Sorrel Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-17,Uttarakhand,Spinach,17,20 - 22,20 - 28,1kg,N/A
2024-06-17,Uttarakhand,Sweet Potato,37,43 - 47,44 - 61,1kg,N/A
2024-06-18,Uttarakhand,Onion Big,36,41 - 46,43 - 59,1kg,N/A
2024-06-18,Uttarakhand,Onion Small,53,61 - 67,64 - 87,1kg,N/A
2024-06-18,Uttarakhand,Tomato,38,44 - 48,46 - 63,1kg,N/A
2024-06-18,Uttarakhand,Green Chilli,61,70 - 77,73 - 101,1kg,N/A
2024-06-18,Uttarakhand,Beetroot,43,49 - 55,52 - 71,1kg,N/A
2024-06-18,Uttarakhand,Potato,35,40 - 44,42 - 58,1kg,N/A
2024-06-18,Uttarakhand,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-06-18,Uttarakhand,Amaranth Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-18,Uttarakhand,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-18,Uttarakhand,Ash gourd,18,21 - 23,22 - 30,1kg,N/A
2024-06-18,Uttarakhand,Baby Corn,64,74 - 81,77 - 106,1kg,N/A
2024-06-18,Uttarakhand,Banana Flower,18,21 - 23,22 - 30,1kg,N/A
2024-06-18,Uttarakhand,Capsicum,43,49 - 55,52 - 71,1kg,N/A
2024-06-18,Uttarakhand,Bitter Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-18,Uttarakhand,Bottle Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-18,Uttarakhand,Butter Beans,55,63 - 70,66 - 91,1kg,N/A
2024-06-18,Uttarakhand,Broad Beans,75,86 - 95,90 - 124,1kg,N/A
2024-06-18,Uttarakhand,Cabbage,34,39 - 43,41 - 56,1kg,N/A
2024-06-18,Uttarakhand,Carrot,41,47 - 52,49 - 68,1kg,N/A
2024-06-18,Uttarakhand,Cauliflower,25,29 - 32,30 - 41,1kg,N/A
2024-06-18,Uttarakhand,Cluster beans,42,48 - 53,50 - 69,1kg,N/A
2024-06-18,Uttarakhand,Coconut,36,41 - 46,43 - 59,1kg,N/A
2024-06-18,Uttarakhand,Colocasia Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-06-18,Uttarakhand,Colocasia,30,35 - 38,36 - 50,1kg,N/A
2024-06-18,Uttarakhand,Coriander Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-18,Uttarakhand,Corn,34,39 - 43,41 - 56,1kg,N/A
2024-06-18,Uttarakhand,Cucumber,28,32 - 36,34 - 46,1kg,N/A
2024-06-18,Uttarakhand,Curry Leaves,25,29 - 32,30 - 41,1kg,N/A
2024-06-18,Uttarakhand,Dill Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-18,Uttarakhand,Drumsticks,80,92 - 102,96 - 132,1kg,N/A
2024-06-18,Uttarakhand,Brinjal,33,38 - 42,40 - 54,1kg,N/A
2024-06-18,Uttarakhand,Brinjal (Big),32,37 - 41,38 - 53,1kg,N/A
2024-06-18,Uttarakhand,Elephant Yam,39,45 - 50,47 - 64,1kg,N/A
2024-06-18,Uttarakhand,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-18,Uttarakhand,French Beans,109,125 - 138,131 - 180,1kg,N/A
2024-06-18,Uttarakhand,Garlic,232,267 - 295,278 - 383,1kg,N/A
2024-06-18,Uttarakhand,Ginger,129,148 - 164,155 - 213,1kg,N/A
2024-06-18,Uttarakhand,Onion Green,40,46 - 51,48 - 66,1kg,N/A
2024-06-18,Uttarakhand,Green Peas,41,47 - 52,49 - 68,1kg,N/A
2024-06-18,Uttarakhand,Ivy Gourd,27,31 - 34,32 - 45,1kg,N/A
2024-06-18,Uttarakhand,Lemon (Lime),107,123 - 136,128 - 177,1kg,N/A
2024-06-18,Uttarakhand,Mango Raw,37,43 - 47,44 - 61,1kg,N/A
2024-06-18,Uttarakhand,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-18,Uttarakhand,Mushroom,73,84 - 93,88 - 120,1kg,N/A
2024-06-18,Uttarakhand,Mustard Leaves,18,21 - 23,22 - 30,1kg,N/A
2024-06-18,Uttarakhand,Ladies Finger,45,52 - 57,54 - 74,1kg,N/A
2024-06-18,Uttarakhand,Pumpkin,22,25 - 28,26 - 36,1kg,N/A
2024-06-18,Uttarakhand,Radish,36,41 - 46,43 - 59,1kg,N/A
2024-06-18,Uttarakhand,Ridge Gourd,36,41 - 46,43 - 59,1kg,N/A
2024-06-18,Uttarakhand,Shallot (Pearl Onion),35,40 - 44,42 - 58,1kg,N/A
2024-06-18,Uttarakhand,Snake Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-18,Uttarakhand,Sorrel Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-18,Uttarakhand,Spinach,17,20 - 22,20 - 28,1kg,N/A
2024-06-18,Uttarakhand,Sweet Potato,37,43 - 47,44 - 61,1kg,N/A
2024-06-19,Uttarakhand,Onion Big,36,41 - 46,43 - 59,1kg,N/A
2024-06-19,Uttarakhand,Onion Small,53,61 - 67,64 - 87,1kg,N/A
2024-06-19,Uttarakhand,Tomato,38,44 - 48,46 - 63,1kg,N/A
2024-06-19,Uttarakhand,Green Chilli,61,70 - 77,73 - 101,1kg,N/A
2024-06-19,Uttarakhand,Beetroot,43,49 - 55,52 - 71,1kg,N/A
2024-06-19,Uttarakhand,Potato,35,40 - 44,42 - 58,1kg,N/A
2024-06-19,Uttarakhand,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-06-19,Uttarakhand,Amaranth Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-19,Uttarakhand,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-19,Uttarakhand,Ash gourd,18,21 - 23,22 - 30,1kg,N/A
2024-06-19,Uttarakhand,Baby Corn,64,74 - 81,77 - 106,1kg,N/A
2024-06-19,Uttarakhand,Banana Flower,18,21 - 23,22 - 30,1kg,N/A
2024-06-19,Uttarakhand,Capsicum,43,49 - 55,52 - 71,1kg,N/A
2024-06-19,Uttarakhand,Bitter Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-19,Uttarakhand,Bottle Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-19,Uttarakhand,Butter Beans,55,63 - 70,66 - 91,1kg,N/A
2024-06-19,Uttarakhand,Broad Beans,75,86 - 95,90 - 124,1kg,N/A
2024-06-19,Uttarakhand,Cabbage,34,39 - 43,41 - 56,1kg,N/A
2024-06-19,Uttarakhand,Carrot,41,47 - 52,49 - 68,1kg,N/A
2024-06-19,Uttarakhand,Cauliflower,25,29 - 32,30 - 41,1kg,N/A
2024-06-19,Uttarakhand,Cluster beans,42,48 - 53,50 - 69,1kg,N/A
2024-06-19,Uttarakhand,Coconut,36,41 - 46,43 - 59,1kg,N/A
2024-06-19,Uttarakhand,Colocasia Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-06-19,Uttarakhand,Colocasia,30,35 - 38,36 - 50,1kg,N/A
2024-06-19,Uttarakhand,Coriander Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-19,Uttarakhand,Corn,34,39 - 43,41 - 56,1kg,N/A
2024-06-19,Uttarakhand,Cucumber,28,32 - 36,34 - 46,1kg,N/A
2024-06-19,Uttarakhand,Curry Leaves,25,29 - 32,30 - 41,1kg,N/A
2024-06-19,Uttarakhand,Dill Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-19,Uttarakhand,Drumsticks,80,92 - 102,96 - 132,1kg,N/A
2024-06-19,Uttarakhand,Brinjal,33,38 - 42,40 - 54,1kg,N/A
2024-06-19,Uttarakhand,Brinjal (Big),32,37 - 41,38 - 53,1kg,N/A
2024-06-19,Uttarakhand,Elephant Yam,39,45 - 50,47 - 64,1kg,N/A
2024-06-19,Uttarakhand,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-19,Uttarakhand,French Beans,109,125 - 138,131 - 180,1kg,N/A
2024-06-19,Uttarakhand,Garlic,232,267 - 295,278 - 383,1kg,N/A
2024-06-19,Uttarakhand,Ginger,129,148 - 164,155 - 213,1kg,N/A
2024-06-19,Uttarakhand,Onion Green,40,46 - 51,48 - 66,1kg,N/A
2024-06-19,Uttarakhand,Green Peas,41,47 - 52,49 - 68,1kg,N/A
2024-06-19,Uttarakhand,Ivy Gourd,27,31 - 34,32 - 45,1kg,N/A
2024-06-19,Uttarakhand,Lemon (Lime),107,123 - 136,128 - 177,1kg,N/A
2024-06-19,Uttarakhand,Mango Raw,37,43 - 47,44 - 61,1kg,N/A
2024-06-19,Uttarakhand,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-19,Uttarakhand,Mushroom,73,84 - 93,88 - 120,1kg,N/A
2024-06-19,Uttarakhand,Mustard Leaves,18,21 - 23,22 - 30,1kg,N/A
2024-06-19,Uttarakhand,Ladies Finger,45,52 - 57,54 - 74,1kg,N/A
2024-06-19,Uttarakhand,Pumpkin,22,25 - 28,26 - 36,1kg,N/A
2024-06-19,Uttarakhand,Radish,36,41 - 46,43 - 59,1kg,N/A
2024-06-19,Uttarakhand,Ridge Gourd,36,41 - 46,43 - 59,1kg,N/A
2024-06-19,Uttarakhand,Shallot (Pearl Onion),35,40 - 44,42 - 58,1kg,N/A
2024-06-19,Uttarakhand,Snake Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-19,Uttarakhand,Sorrel Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-19,Uttarakhand,Spinach,17,20 - 22,20 - 28,1kg,N/A
2024-06-19,Uttarakhand,Sweet Potato,37,43 - 47,44 - 61,1kg,N/A
2024-06-20,Uttarakhand,Onion Big,36,41 - 46,43 - 59,1kg,N/A
2024-06-20,Uttarakhand,Onion Small,53,61 - 67,64 - 87,1kg,N/A
2024-06-20,Uttarakhand,Tomato,38,44 - 48,46 - 63,1kg,N/A
2024-06-20,Uttarakhand,Green Chilli,61,70 - 77,73 - 101,1kg,N/A
2024-06-20,Uttarakhand,Beetroot,43,49 - 55,52 - 71,1kg,N/A
2024-06-20,Uttarakhand,Potato,35,40 - 44,42 - 58,1kg,N/A
2024-06-20,Uttarakhand,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-06-20,Uttarakhand,Amaranth Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-20,Uttarakhand,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-20,Uttarakhand,Ash gourd,18,21 - 23,22 - 30,1kg,N/A
2024-06-20,Uttarakhand,Baby Corn,64,74 - 81,77 - 106,1kg,N/A
2024-06-20,Uttarakhand,Banana Flower,18,21 - 23,22 - 30,1kg,N/A
2024-06-20,Uttarakhand,Capsicum,43,49 - 55,52 - 71,1kg,N/A
2024-06-20,Uttarakhand,Bitter Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-20,Uttarakhand,Bottle Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-20,Uttarakhand,Butter Beans,55,63 - 70,66 - 91,1kg,N/A
2024-06-20,Uttarakhand,Broad Beans,75,86 - 95,90 - 124,1kg,N/A
2024-06-20,Uttarakhand,Cabbage,34,39 - 43,41 - 56,1kg,N/A
2024-06-20,Uttarakhand,Carrot,41,47 - 52,49 - 68,1kg,N/A
2024-06-20,Uttarakhand,Cauliflower,25,29 - 32,30 - 41,1kg,N/A
2024-06-20,Uttarakhand,Cluster beans,42,48 - 53,50 - 69,1kg,N/A
2024-06-20,Uttarakhand,Coconut,36,41 - 46,43 - 59,1kg,N/A
2024-06-20,Uttarakhand,Colocasia Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-06-20,Uttarakhand,Colocasia,30,35 - 38,36 - 50,1kg,N/A
2024-06-20,Uttarakhand,Coriander Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-20,Uttarakhand,Corn,34,39 - 43,41 - 56,1kg,N/A
2024-06-20,Uttarakhand,Cucumber,28,32 - 36,34 - 46,1kg,N/A
2024-06-20,Uttarakhand,Curry Leaves,25,29 - 32,30 - 41,1kg,N/A
2024-06-20,Uttarakhand,Dill Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-20,Uttarakhand,Drumsticks,80,92 - 102,96 - 132,1kg,N/A
2024-06-20,Uttarakhand,Brinjal,33,38 - 42,40 - 54,1kg,N/A
2024-06-20,Uttarakhand,Brinjal (Big),32,37 - 41,38 - 53,1kg,N/A
2024-06-20,Uttarakhand,Elephant Yam,39,45 - 50,47 - 64,1kg,N/A
2024-06-20,Uttarakhand,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-20,Uttarakhand,French Beans,109,125 - 138,131 - 180,1kg,N/A
2024-06-20,Uttarakhand,Garlic,232,267 - 295,278 - 383,1kg,N/A
2024-06-20,Uttarakhand,Ginger,129,148 - 164,155 - 213,1kg,N/A
2024-06-20,Uttarakhand,Onion Green,40,46 - 51,48 - 66,1kg,N/A
2024-06-20,Uttarakhand,Green Peas,41,47 - 52,49 - 68,1kg,N/A
2024-06-20,Uttarakhand,Ivy Gourd,27,31 - 34,32 - 45,1kg,N/A
2024-06-20,Uttarakhand,Lemon (Lime),107,123 - 136,128 - 177,1kg,N/A
2024-06-20,Uttarakhand,Mango Raw,37,43 - 47,44 - 61,1kg,N/A
2024-06-20,Uttarakhand,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-20,Uttarakhand,Mushroom,73,84 - 93,88 - 120,1kg,N/A
2024-06-20,Uttarakhand,Mustard Leaves,18,21 - 23,22 - 30,1kg,N/A
2024-06-20,Uttarakhand,Ladies Finger,45,52 - 57,54 - 74,1kg,N/A
2024-06-20,Uttarakhand,Pumpkin,22,25 - 28,26 - 36,1kg,N/A
2024-06-20,Uttarakhand,Radish,36,41 - 46,43 - 59,1kg,N/A
2024-06-20,Uttarakhand,Ridge Gourd,36,41 - 46,43 - 59,1kg,N/A
2024-06-20,Uttarakhand,Shallot (Pearl Onion),35,40 - 44,42 - 58,1kg,N/A
2024-06-20,Uttarakhand,Snake Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-20,Uttarakhand,Sorrel Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-20,Uttarakhand,Spinach,17,20 - 22,20 - 28,1kg,N/A
2024-06-20,Uttarakhand,Sweet Potato,37,43 - 47,44 - 61,1kg,N/A
2024-06-21,Uttarakhand,Onion Big,37,43 - 47,44 - 61,1kg,N/A
2024-06-21,Uttarakhand,Onion Small,57,66 - 72,68 - 94,1kg,N/A
2024-06-21,Uttarakhand,Tomato,54,62 - 69,65 - 89,1kg,N/A
2024-06-21,Uttarakhand,Green Chilli,65,75 - 83,78 - 107,1kg,N/A
2024-06-21,Uttarakhand,Beetroot,38,44 - 48,46 - 63,1kg,N/A
2024-06-21,Uttarakhand,Potato,39,45 - 50,47 - 64,1kg,N/A
2024-06-21,Uttarakhand,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-06-21,Uttarakhand,Amaranth Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-21,Uttarakhand,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-21,Uttarakhand,Ash gourd,23,26 - 29,28 - 38,1kg,N/A
2024-06-21,Uttarakhand,Baby Corn,55,63 - 70,66 - 91,1kg,N/A
2024-06-21,Uttarakhand,Banana Flower,16,18 - 20,19 - 26,1kg,N/A
2024-06-21,Uttarakhand,Capsicum,48,55 - 61,58 - 79,1kg,N/A
2024-06-21,Uttarakhand,Bitter Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-06-21,Uttarakhand,Bottle Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-21,Uttarakhand,Butter Beans,53,61 - 67,64 - 87,1kg,N/A
2024-06-21,Uttarakhand,Broad Beans,67,77 - 85,80 - 111,1kg,N/A
2024-06-21,Uttarakhand,Cabbage,34,39 - 43,41 - 56,1kg,N/A
2024-06-21,Uttarakhand,Carrot,47,54 - 60,56 - 78,1kg,N/A
2024-06-21,Uttarakhand,Cauliflower,28,32 - 36,34 - 46,1kg,N/A
2024-06-21,Uttarakhand,Cluster beans,41,47 - 52,49 - 68,1kg,N/A
2024-06-21,Uttarakhand,Coconut,36,41 - 46,43 - 59,1kg,N/A
2024-06-21,Uttarakhand,Colocasia Leaves,18,21 - 23,22 - 30,1kg,N/A
2024-06-21,Uttarakhand,Colocasia,29,33 - 37,35 - 48,1kg,N/A
2024-06-21,Uttarakhand,Coriander Leaves,7,8 - 9,8 - 12,1kg,N/A
2024-06-21,Uttarakhand,Corn,30,35 - 38,36 - 50,1kg,N/A
2024-06-21,Uttarakhand,Cucumber,27,31 - 34,32 - 45,1kg,N/A
2024-06-21,Uttarakhand,Curry Leaves,28,32 - 36,34 - 46,1kg,N/A
2024-06-21,Uttarakhand,Dill Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-06-21,Uttarakhand,Drumsticks,70,81 - 89,84 - 116,1kg,N/A
2024-06-21,Uttarakhand,Brinjal,37,43 - 47,44 - 61,1kg,N/A
2024-06-21,Uttarakhand,Brinjal (Big),35,40 - 44,42 - 58,1kg,N/A
2024-06-21,Uttarakhand,Elephant Yam,34,39 - 43,41 - 56,1kg,N/A
2024-06-21,Uttarakhand,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-21,Uttarakhand,French Beans,119,137 - 151,143 - 196,1kg,N/A
